"","time","lat","long","site.name","fagus","alnus","picea","quercus"
"296",-16000,43.041685,-6.13878,"Lago de Ajo",0,0,0,0
"297",-16000,44.15,7.694444,"Selle di Carnino",0,0,0,0
"298",-16000,44.7472222222222,3.085,"La Chaumette",0.305810397553517,3.50730779877169,2.58772611828124,0.305810397553517
"299",-16000,44.791667,6.55,"Lac de Siguret",0,0,0,0
"300",-16000,44.9166666666667,3.78333333333333,"Lac du Bouchet",0,0.0394944707740916,0,0.298019160578402
"301",-16000,45.05339,7.391,"Lago Piccolo di Avigliana",0,0.302114803625378,0,0
"302",-16000,45.0561111111111,5.88527777777778,"Lac des Boites",0,0.73772438834029,0,7.13868811293223
"303",-16000,45.0708333333333,5.25666666666667,"Saint Hilaire du Rosier",0,0,0,0
"304",-16000,45.473333,5.416667,"Le Grand Lemps",0,0.172711571675302,0,0
"305",-16000,45.716667,24.383333,"Avrig",0,0.185973897314104,0,0
"306",-16000,45.790833,5.283333,"Hières sur Amby",0,0,0,0
"307",-16000,45.80858,8.396215,"Ortasee",0,0,0,6.77966101694915
"308",-16000,46.01738,11.041665,"Bondone",0,0.394477317554241,0,0
