time,lat,long,samples,taxa
-18000,40.93049,15.604298,0.433839479,oak
-18000,40.93049,15.604298,0.433839479,alder
-18000,40.93049,15.604298,0.433839479,beech
-18000,40.93049,15.604298,0.433839479,oak
-18000,42.03333,-3.01667,0.282485876,oak
-18000,42.12611,-6.07028,0.67001675,alder
-18000,42.12611,-6.07028,4.480646573,oak
-18000,42.21074,23.325318,1.720430108,oak
-18000,43.019604,12.87552,0.268096515,beech
-18000,43.019604,12.87552,1.608579088,spruce
-18000,43.019604,12.87552,0.70154597,oak
-18000,43.055,-2.86139,2.025782689,alder
-18000,43.055,-2.86139,11.97053407,oak
-18000,43.56639,3.91667,0.234741784,beech
-18000,43.56639,3.91667,0.234741784,oak
-18000,43.95722,17.75472,0.246305419,alder
-18000,43.95722,17.75472,0.246305419,spruce
-18000,44.23333,7.13333,0.117508813,alder
-18000,44.23333,7.13333,0.587544066,oak
-18000,44.555,5.99556,0.196850394,alder
-18000,44.76722,6.53694,0.689655172,oak
-18000,44.91667,3.78333,0.27027027,spruce
-18000,44.91667,3.78333,0.27027027,oak
-18000,45.05611,5.88528,0.602409639,alder
-18000,45.05611,5.88528,0.602409639,oak
-18000,45.47333,5.41667,0.858369099,oak
-18000,46.017064,11.041072,0.254452926,alder
-18000,46.05152,8.94329,1.450894397,alder
-18000,46.05152,8.94329,1.125755096,spruce
-18000,46.05152,8.94329,0.47777303,oak
-18000,46.28306,7.84417,0.238095238,spruce
-18000,46.28306,7.84417,0.238095238,oak
-18000,46.759926,11.680222,0.523701285,alder
-18000,46.759926,11.680222,2.5,spruce
-18000,46.82194,7.735,0.666666667,alder
-18000,47.01867,6.99669,9.219858156,spruce
-18000,47.01867,6.99669,0.709219858,oak
-18000,47.03194,7.29917,0.298507463,alder
-18000,47.1125,25.27361,1.886792453,spruce
-18000,47.29167,10.97639,0.210084034,alder
-18000,47.29167,10.97639,0.210084034,spruce
-18000,47.61335,8.83094,0.884955752,alder
-18000,48.340256,20.430412,0.286532951,spruce
-18000,48.340256,20.430412,1.146131805,oak
-18000,48.44444,-0.19167,24.06779661,alder
-18000,48.44444,-0.19167,3.389830508,oak
-18000,48.54833,-0.25833,37.96296296,alder
-18000,48.54833,-0.25833,14.19753086,oak
-18000,49.78722,12.4625,0.125865324,alder
-18000,50.762596,15.551962,3.50905152,alder
-18000,50.762596,15.551962,1.813612002,spruce
-18000,50.762596,15.551962,0.413772721,oak
-18000,52.72556,-3.92139,2.293636596,alder
-18000,57.68291,27.25128,2.970232137,alder
-18000,57.68291,27.25128,2.081843749,spruce
-17500,36.61972,-4.49639,0.775240385,alder
-17500,36.61972,-4.49639,0.775240385,oak
-17500,36.77361,-2.60139,37.93103448,oak
-17500,36.9975,29.89833,23.57512953,oak
-17500,37.13333,29.6,0.313971743,alder
-17500,37.13333,29.6,0.313971743,oak
-17500,37.46667,30.05,0.075757576,alder
-17500,37.54167,31.5,0.261096606,alder
-17500,37.54167,31.5,0.174064404,oak
-17500,38.38903,-2.5095,2.682926829,oak
-17500,38.425,30.8,0.231303007,alder
-17500,38.425,30.8,0.077101002,spruce
-17500,38.425,30.8,2.852737086,oak
-17500,38.586466,42.835468,0.290275762,alder
-17500,38.586466,42.835468,0.250668678,spruce
-17500,38.586466,42.835468,0.368851528,oak
-17500,39.0585,22.24997,0.469851214,alder
-17500,39.0585,22.24997,1.836295611,oak
-17500,39.1,-0.68333,0.36101083,oak
-17500,39.7625,20.73056,0.155520995,alder
-17500,39.7625,20.73056,0.311041991,beech
-17500,39.7625,20.73056,5.909797823,oak
-17500,39.92472,4.02722,0.327868852,alder
-17500,39.92472,4.02722,6.557377049,oak
-17500,40.81667,21.91667,0.292397661,alder
-17500,40.81667,21.91667,1.169590643,oak
-17500,40.93049,15.604298,2,oak
-17500,40.93049,15.604298,0.452488688,alder
-17500,40.93049,15.604298,0.226244344,spruce
-17500,40.93049,15.604298,0.452488688,oak
-17500,40.93049,15.604298,0.452488688,alder
-17500,40.93049,15.604298,0.226244344,spruce
-17500,40.93049,15.604298,0.452488688,oak
-17500,41.964968,-2.81188,0.387596899,alder
-17500,42.03333,-3.01667,0.769230769,oak
-17500,42.06517,23.56001,0.340136054,alder
-17500,42.06517,23.56001,0.292617047,oak
-17500,42.12611,-6.07028,0.85106383,alder
-17500,42.12611,-6.07028,3.617021277,oak
-17500,42.12908,2.75184,0.163666121,alder
-17500,42.12908,2.75184,0.247983153,oak
-17500,42.21074,23.325318,0.248756219,alder
-17500,42.21074,23.325318,1.344065015,oak
-17500,42.629484,26.778668,1.170960187,oak
-17500,42.987498,10.892302,0.237812056,alder
-17500,42.987498,10.892302,0.253164557,beech
-17500,42.987498,10.892302,5.949367089,oak
-17500,43.019604,12.87552,0.165016502,beech
-17500,43.019604,12.87552,0.660066007,spruce
-17500,43.019604,12.87552,0.330033003,oak
-17500,43.95722,17.75472,0.883002208,alder
-17500,43.95722,17.75472,0.139177119,spruce
-17500,43.95722,17.75472,0.115207373,oak
-17500,44.18583,7.71688,1.486988848,alder
-17500,44.18583,7.71688,3.717472119,oak
-17500,44.555,5.99556,0.189393939,alder
-17500,44.555,5.99556,0.568181818,oak
-17500,44.91667,3.78333,0.297619048,alder
-17500,44.91667,3.78333,0.297619048,oak
-17500,45.05611,5.88528,0.393863129,alder
-17500,45.05611,5.88528,0.265901038,oak
-17500,45.47333,5.41667,1.800241643,oak
-17500,45.71667,24.38333,0.236406619,alder
-17500,45.71667,24.38333,0.241545894,spruce
-17500,46.017064,11.041072,0.200803213,spruce
-17500,46.05152,8.94329,1.005268827,alder
-17500,46.05152,8.94329,0.306748466,spruce
-17500,46.05152,8.94329,0.652996879,oak
-17500,46.2525,8.02306,0.398406375,alder
-17500,46.34722,7.02167,1.315789474,alder
-17500,46.36667,14.1,4.347826087,alder
-17500,46.36667,14.1,2.173913043,beech
-17500,46.759926,11.680222,0.278948248,alder
-17500,46.759926,11.680222,0.277777778,oak
-17500,46.9365,7.473,0.418410042,spruce
-17500,46.9365,7.473,0.235849057,spruce
-17500,47.01867,6.99669,0.925925926,spruce
-17500,47.02139,7.48381,0.578034682,spruce
-17500,47.03194,7.29917,0.118483412,spruce
-17500,47.07556,8.32556,2.007778979,alder
-17500,47.07556,8.32556,1.782834249,spruce
-17500,47.1125,25.27361,0.995024876,alder
-17500,47.1125,25.27361,1.517218087,spruce
-17500,47.17222,13.9,12.57142857,spruce
-17500,47.17222,13.9,12.57142857,spruce
-17500,47.29167,10.97639,0.588235294,alder
-17500,47.47389,12.37722,0.765306122,alder
-17500,47.61312,12.17047,0.647732935,alder
-17500,47.61312,12.17047,0.249128052,oak
-17500,47.61335,8.83094,1.923076923,alder
-17500,47.61335,8.83094,1.923076923,beech
-17500,47.807814,23.540158,0.212765957,alder
-17500,48.340256,20.430412,0.178253119,alder
-17500,48.340256,20.430412,0.826401268,oak
-17500,48.44444,-0.19167,0.952380952,alder
-17500,48.44444,-0.19167,0.317460317,beech
-17500,48.44444,-0.19167,0.634920635,oak
-17500,48.54833,-0.25833,32.01219512,alder
-17500,48.54833,-0.25833,6.097560976,oak
-17500,48.775332,13.864648,0.863309353,alder
-17500,48.775332,13.864648,0.71942446,spruce
-17500,50.762596,15.551962,1.603660623,alder
-17500,50.762596,15.551962,1.91090555,spruce
-17500,52.58139,0.80639,0.547925608,alder
-17500,52.58139,0.80639,0.666666667,oak
-17500,52.72556,-3.92139,1.075268817,alder
-17500,53.41667,26.43333,0.526315789,alder
-17500,53.41667,26.43333,1.052631579,spruce
-17500,53.41667,26.43333,0.526315789,oak
-17500,57.68291,27.25128,3.28358209,alder
-17500,57.68291,27.25128,2.388059701,spruce
-17500,57.68291,27.25128,0.597014925,oak
-17500,58.19142,27.41146,0.666666667,spruce
-17000,36.61972,-4.49639,1.342281879,alder
-17000,36.61972,-4.49639,2.501390326,oak
-17000,37.46667,30.05,0.185528757,alder
-17000,37.54167,31.5,0.506585613,alder
-17000,37.54167,31.5,0.40526849,oak
-17000,38.48333,23.06667,3.271028037,oak
-17000,38.586466,42.835468,0.104058273,alder
-17000,38.586466,42.835468,0.241902554,oak
-17000,39.0585,22.24997,0.737463127,alder
-17000,39.0585,22.24997,4.277286136,oak
-17000,39.1,-0.68333,0.315457413,oak
-17000,39.7625,20.73056,0.07230658,alder
-17000,39.7625,20.73056,0.506146059,beech
-17000,39.7625,20.73056,6.86912509,oak
-17000,40.43389,29.53306,0.556322221,alder
-17000,40.43389,29.53306,0.191204589,beech
-17000,40.43389,29.53306,2.807548425,oak
-17000,40.78002,32.02629,0.090991811,alder
-17000,40.81667,21.91667,0.288184438,alder
-17000,40.81667,21.91667,3.458213256,oak
-17000,40.93049,15.604298,0.688073394,oak
-17000,40.93049,15.604298,0.308641975,alder
-17000,40.93049,15.604298,0.80699966,oak
-17000,41.734236,24.139436,1.044386423,alder
-17000,41.734236,24.139436,1.044386423,beech
-17000,41.734236,24.139436,1.305483029,spruce
-17000,41.734236,24.139436,4.960835509,oak
-17000,41.964968,-2.81188,0.634920635,alder
-17000,41.98333,24.33333,0.174013921,alder
-17000,41.98333,24.33333,0.116009281,beech
-17000,41.98333,24.33333,0.174013921,spruce
-17000,41.98333,24.33333,0.812064965,oak
-17000,42.03333,-3.01667,0.69224873,oak
-17000,42.12611,-6.07028,1.498127341,alder
-17000,42.12611,-6.07028,4.307116105,oak
-17000,42.12908,2.75184,0.625,oak
-17000,42.135308,-6.793838,0.318471338,oak
-17000,42.21074,23.325318,1.244813278,oak
-17000,42.987498,10.892302,0.09469697,beech
-17000,42.987498,10.892302,0.098281291,spruce
-17000,42.987498,10.892302,0.09469697,oak
-17000,43.041046,-6.139342,9.771986971,oak
-17000,43.055,-2.86139,1.657503702,alder
-17000,43.055,-2.86139,1.467889908,beech
-17000,43.055,-2.86139,14.57200728,oak
-17000,43.56639,3.91667,0.184162063,oak
-17000,43.95722,17.75472,0.144377314,alder
-17000,43.95722,17.75472,0.481154771,spruce
-17000,43.95722,17.75472,0.128369705,oak
-17000,44.555,5.99556,0.367647059,oak
-17000,44.91667,3.78333,0.496277916,alder
-17000,44.91667,3.78333,2.481389578,oak
-17000,44.91667,3.78333,0.358422939,alder
-17000,45.053196,7.39077,0.304878049,alder
-17000,45.05611,5.88528,0.191570881,alder
-17000,45.05611,5.88528,1.010272765,oak
-17000,45.125,5.64361,0.1953125,oak
-17000,45.71667,24.38333,0.186567164,spruce
-17000,46.017064,11.041072,0.464813266,alder
-17000,46.017064,11.041072,0.199203978,oak
-17000,46.05152,8.94329,0.142653352,oak
-17000,46.2525,8.02306,0.78125,alder
-17000,46.28306,7.84417,0.436681223,spruce
-17000,46.28306,7.84417,0.225733634,oak
-17000,46.34722,7.02167,2.174840085,alder
-17000,46.34722,7.02167,2.985074627,spruce
-17000,46.36667,14.1,5.285714286,spruce
-17000,46.36667,14.1,4,oak
-17000,46.445,8.51833,2.990033223,alder
